ra,dec,z,cap
161.1391,-1.6141,0.03820,NGP
161.1418,0.9754,0.15070,NGP
161.1385,0.1962,0.07870,NGP
161.1206,-1.6160,0.03790,NGP
161.1038,-2.6849,0.09110,NGP
161.0694,0.0272,0.06690,NGP
161.0621,-0.5874,0.06030,NGP
161.0605,1.3921,0.10690,NGP
161.0437,1.3280,0.14190,NGP
161.0130,-2.7496,0.06100,NGP
160.9818,-2.0812,0.14080,NGP
160.9825,0.4749,0.10000,NGP
160.9805,0.4082,0.10000,NGP
160.9711,-0.7629,0.13080,NGP
160.9577,0.5038,0.12480,NGP
160.9517,-0.2171,0.06120,NGP
160.9492,1.3134,0.09730,NGP
160.9245,0.7556,0.11660,NGP
160.9153,-1.9724,0.05320,NGP
160.9177,2.1597,0.10760,NGP
160.9027,-1.6074,0.09390,NGP
160.8916,-0.3543,0.07420,NGP
160.8865,-1.4946,0.14830,NGP
160.8682,0.6041,0.08120,NGP
160.8178,1.2103,0.07160,NGP
160.7920,-0.5245,0.11480,NGP
160.7500,-0.8818,0.03900,NGP
160.7309,-0.1405,0.00790,NGP
160.7230,-1.9090,0.04740,NGP
160.7156,-0.9064,0.14820,NGP
160.7130,-1.9796,0.14700,NGP
160.7127,0.9561,0.11880,NGP
160.6796,-1.4157,0.09460,NGP
160.6819,0.9557,0.14420,NGP
160.6763,1.0945,0.09890,NGP
160.6679,-1.6894,0.09670,NGP
160.6545,-2.2718,0.07930,NGP
160.6345,-0.6997,0.04970,NGP
160.6115,-0.2659,0.13640,NGP
160.6041,-1.4429,0.09830,NGP
160.6079,1.2217,0.06390,NGP
160.6023,-0.7271,0.13480,NGP
160.5881,-2.2107,0.13430,NGP
160.5838,-1.8326,0.11300,NGP
160.5792,-1.9532,0.14130,NGP
160.5839,1.7486,0.10810,NGP
160.5754,0.3980,0.12410,NGP
160.5660,1.4604,0.10860,NGP
160.5606,-0.3311,0.11410,NGP
160.5542,1.1936,0.06690,NGP
160.5040,1.5593,0.10430,NGP
160.4969,0.4507,0.06230,NGP
160.4987,1.3764,0.07330,NGP
160.4820,-1.6456,0.19230,NGP
160.4842,1.3932,0.07240,NGP
160.4727,0.7939,0.01870,NGP
160.4502,1.3432,0.07310,NGP
160.4435,-0.6014,0.03640,NGP
160.4287,1.8944,0.10710,NGP
160.4242,0.1794,0.11420,NGP
160.4257,2.1640,0.12550,NGP
160.4109,-2.4224,0.09340,NGP
160.4065,1.4178,0.07310,NGP
160.3763,-1.1764,0.13290,NGP
160.3450,1.2067,0.10080,NGP
160.3245,-1.2881,0.13490,NGP
160.2795,-1.1796,0.13580,NGP
160.2751,-2.2712,0.08000,NGP
160.2738,-0.6047,0.13770,NGP
160.2298,-0.7305,0.13470,NGP
160.2239,1.4406,0.10050,NGP
160.2172,-2.7011,0.08890,NGP
160.2126,0.8047,0.06000,NGP
160.2085,1.8790,0.10930,NGP
160.1842,0.8436,0.06650,NGP
160.1723,-2.1455,0.17270,NGP
160.1602,-2.2687,0.13120,NGP
160.1450,2.2099,0.05580,NGP
160.1358,1.2332,0.12090,NGP
160.1121,-2.4351,0.03800,NGP
160.1033,0.9317,0.14420,NGP
160.0935,-1.0628,0.08020,NGP
160.0853,0.7945,0.13240,NGP
160.0657,-0.2049,0.11400,NGP
160.0587,1.0572,0.09340,NGP
160.0350,-0.6002,0.07450,NGP
160.0360,0.5137,0.06490,NGP
160.0350,1.2344,0.13000,NGP
160.0260,-2.3210,0.13410,NGP
160.0003,1.5403,0.15200,NGP
159.9560,1.5166,0.13360,NGP
159.9480,0.4851,0.09710,NGP
159.9466,0.7171,0.08010,NGP
159.9181,1.1068,0.18570,NGP
159.9105,0.3180,0.06430,NGP
159.9071,0.5281,0.07990,NGP
159.8640,-2.2807,0.16080,NGP
159.8666,0.8526,0.13130,NGP
159.8427,-2.0314,0.12430,NGP
159.8496,1.0868,0.11200,NGP
159.8423,-1.2912,0.12950,NGP
159.8431,1.3526,0.13080,NGP
159.8190,2.1708,0.05800,NGP
159.8065,0.7027,0.10810,NGP
159.7931,1.2992,0.12920,NGP
159.7937,1.2919,0.10690,NGP
159.7646,-2.3470,0.02110,NGP
159.7283,0.4854,0.18790,NGP
159.7282,1.3621,0.13350,NGP
159.7148,1.3042,0.13270,NGP
159.7078,1.9218,0.07240,NGP
159.6776,1.4455,0.10710,NGP
159.6061,-0.0177,0.01900,NGP
159.5689,-1.3979,0.15030,NGP
159.5700,2.1300,0.13190,NGP
159.5372,2.1246,0.13120,NGP
159.5091,0.5266,0.02210,NGP
159.4241,0.4195,0.09490,NGP
159.3930,-0.2204,0.09470,NGP
159.3852,-2.4383,0.13520,NGP
159.3577,-1.2839,0.06460,NGP
159.3602,0.4888,0.05820,NGP
159.3487,-0.6893,0.09490,NGP
159.3249,1.1619,0.03540,NGP
159.3158,2.1403,0.07190,NGP
159.2756,0.4911,0.04940,NGP
159.2749,1.3424,0.11490,NGP
159.2645,-1.6755,0.14820,NGP
159.2657,0.9335,0.11570,NGP
159.2118,2.0704,0.09460,NGP
159.2043,-0.2576,0.09570,NGP
159.1499,1.1450,0.11930,NGP
159.1280,1.5795,0.11600,NGP
159.1176,0.1383,0.02930,NGP
159.1109,-1.1846,0.15000,NGP
159.0625,-2.3285,0.05550,NGP
158.9231,0.5835,0.10850,NGP
158.9093,0.0809,0.09590,NGP
158.9072,-0.2516,0.08480,NGP
158.8696,0.9753,0.12590,NGP
158.8687,0.4877,0.06510,NGP
158.8670,1.4711,0.12230,NGP
158.8593,1.5010,0.11550,NGP
158.8465,-1.6198,0.02370,NGP
158.7947,0.9561,0.16700,NGP
158.7201,-0.3042,0.18660,NGP
158.7080,-1.4848,0.13810,NGP
158.6700,0.2451,0.15210,NGP
158.6168,1.6276,0.07110,NGP
158.5921,-0.4103,0.18500,NGP
158.5913,0.1556,0.18910,NGP
158.5869,-0.6709,0.05850,NGP
158.5623,2.0850,0.06610,NGP
158.5466,-0.4613,0.11510,NGP
158.5317,0.3812,0.03220,NGP
158.5245,-1.2860,0.06490,NGP
158.5003,0.4438,0.15070,NGP
158.4533,-0.8376,0.15310,NGP
158.4330,-1.4452,0.03900,NGP
158.3897,-1.7516,0.03400,NGP
158.3915,1.0116,0.16050,NGP
158.3880,1.1099,0.06550,NGP
158.3732,-0.3265,0.11600,NGP
158.3603,1.8395,0.02910,NGP
158.3470,0.1579,0.09630,NGP
158.3210,2.1574,0.18260,NGP
158.3124,1.8495,0.10150,NGP
158.3117,1.9376,0.11740,NGP
158.2975,1.2110,0.17980,NGP
158.2368,-0.1490,0.09460,NGP
158.2078,1.7338,0.10250,NGP
158.1727,-2.5552,0.15770,NGP
158.1477,-2.7067,0.06460,NGP
158.1450,-2.4556,0.16050,NGP
168.1250,0.6411,0.19350,NGP
168.1061,1.6688,0.09460,NGP
168.1112,1.1994,0.09070,NGP
168.0977,2.1862,0.13060,NGP
168.0540,1.3945,0.04390,NGP
168.0511,1.3749,0.11070,NGP
167.9167,1.3405,0.12820,NGP
167.8451,1.5326,0.08990,NGP
167.8504,1.0511,0.09760,NGP
167.8343,0.8483,0.18490,NGP
167.8381,0.7506,0.12590,NGP
167.8285,0.8187,0.18600,NGP
167.6352,1.7845,0.10050,NGP
167.6145,2.1142,0.15730,NGP
167.5692,2.0532,0.13170,NGP
167.5538,1.2212,0.12660,NGP
167.5187,1.7326,0.10000,NGP
167.4771,2.0641,0.13200,NGP
167.4732,1.8935,0.14990,NGP
167.3968,2.1942,0.15780,NGP
167.2941,2.1147,0.13320,NGP
167.2166,1.9848,0.15770,NGP
167.1873,1.1170,0.19810,NGP
167.1945,0.5182,0.12220,NGP
167.1752,1.9650,0.14700,NGP
167.1480,2.1249,0.17900,NGP
167.1061,1.9483,0.10590,NGP
167.0774,1.9374,0.11190,NGP
166.9718,0.5093,0.19780,NGP
166.9489,1.5970,0.06090,NGP
166.9387,1.3017,0.12940,NGP
166.8910,0.9018,0.12560,NGP
166.8720,1.3883,0.09710,NGP
166.6511,1.9988,0.19290,NGP
166.6487,1.9655,0.09660,NGP
166.6584,1.2686,0.14260,NGP
166.6343,1.9032,0.19160,NGP
166.6318,1.3419,0.09120,NGP
166.6080,2.0253,0.10370,NGP
166.6110,1.7681,0.10470,NGP
166.6038,1.5881,0.06750,NGP
166.5705,1.1841,0.09640,NGP
166.5552,2.0783,0.10940,NGP
166.5071,2.1564,0.10640,NGP
166.4327,1.2241,0.15230,NGP
166.2114,0.6074,0.07360,NGP
166.1762,0.6344,0.11890,NGP
166.1560,1.9508,0.09460,NGP
166.1043,1.1189,0.07010,NGP
166.0445,0.9444,0.12860,NGP
165.9657,1.3618,0.14220,NGP
165.6643,1.2663,0.10240,NGP
165.4408,0.8326,0.13720,NGP
165.2831,1.2417,0.13760,NGP
165.2114,0.9284,0.10730,NGP
165.0812,0.5046,0.10250,NGP
165.0253,0.7985,0.11960,NGP
164.9939,1.2848,0.06550,NGP
164.9635,0.5888,0.10300,NGP
164.8777,1.0416,0.12380,NGP
164.8350,1.5992,0.03900,NGP
164.8059,1.4782,0.04140,NGP
164.7930,1.1700,0.04040,NGP
164.7406,1.2769,0.04260,NGP
164.6541,1.4214,0.03840,NGP
164.5882,1.5346,0.04230,NGP
164.4910,1.6558,0.04070,NGP
164.4292,1.1071,0.10280,NGP
164.3375,1.9366,0.11420,NGP
164.2636,1.3392,0.07770,NGP
164.2350,1.0564,0.15370,NGP
164.1959,1.5537,0.08260,NGP
164.0907,0.8774,0.08540,NGP
163.9088,0.9197,0.08910,NGP
163.8847,0.5359,0.12550,NGP
163.8537,1.9026,0.10230,NGP
163.8018,0.9083,0.17030,NGP
163.7701,1.2204,0.11420,NGP
163.7253,1.6694,0.03920,NGP
163.5337,1.5652,0.12280,NGP
163.5168,0.8379,0.10550,NGP
163.2745,2.0990,0.06830,NGP
163.2701,2.0553,0.06820,NGP
168.1305,-0.6869,0.04040,NGP
168.1354,-0.8994,0.06970,NGP
168.0921,0.3122,0.05530,NGP
168.0982,0.1572,0.04860,NGP
168.1018,-0.8735,0.06730,NGP
168.0635,-0.2579,0.12300,NGP
168.0527,-0.6081,0.12190,NGP
167.9087,-1.0307,0.18720,NGP
167.8022,0.2782,0.11940,NGP
167.8053,-0.8189,0.06630,NGP
167.7482,-0.5777,0.10160,NGP
167.7392,-0.8255,0.11050,NGP
167.6665,-0.3058,0.03950,NGP
167.6012,-0.1897,0.11610,NGP
167.6095,-1.1861,0.10870,NGP
167.5544,0.2101,0.18500,NGP
167.5542,-1.2622,0.07130,NGP
167.4940,0.1812,0.01930,NGP
167.4950,-0.2047,0.11430,NGP
167.4877,-0.9951,0.11690,NGP
167.4196,-1.1328,0.11680,NGP
167.4143,0.2862,0.12410,NGP
167.2760,0.1633,0.13510,NGP
167.2390,-0.3549,0.11210,NGP
167.0580,0.0639,0.08150,NGP
166.9931,-0.6438,0.07280,NGP
166.9339,0.0244,0.06710,NGP
166.9142,0.4767,0.18300,NGP
166.9108,0.3297,0.12040,NGP
166.8326,-1.2977,0.11310,NGP
166.8040,-0.6794,0.08780,NGP
166.7875,-1.3278,0.09590,NGP
166.7610,-1.3881,0.08970,NGP
166.7196,-1.2905,0.12090,NGP
166.7071,-1.2566,0.10210,NGP
166.6482,-0.1160,0.04850,NGP
166.6458,-0.9684,0.08720,NGP
166.6450,-1.1956,0.08680,NGP
166.4945,-1.3565,0.10230,NGP
166.4444,-0.1372,0.03120,NGP
166.2857,0.1076,0.07570,NGP
166.2596,-0.9114,0.07370,NGP
166.2120,-0.6827,0.08380,NGP
166.1305,-0.4687,0.04380,NGP
166.1117,-0.5367,0.06550,NGP
166.0130,-0.1573,0.08600,NGP
166.0038,0.1820,0.04990,NGP
165.9792,-0.7137,0.04540,NGP
165.9763,-1.3829,0.18150,NGP
165.9557,-0.2103,0.02110,NGP
165.9316,-0.2399,0.08370,NGP
165.9229,-0.4422,0.10050,NGP
165.9095,-0.3436,0.08460,NGP
165.8807,-0.1773,0.07450,NGP
165.8133,-1.2876,0.10220,NGP
165.7730,-0.5006,0.15720,NGP
165.7447,-0.0729,0.15550,NGP
165.6782,-0.2093,0.11360,NGP
165.6704,-0.6190,0.14280,NGP
165.6706,-1.0796,0.15650,NGP
165.6750,-1.1324,0.10290,NGP
165.6147,-0.0803,0.07000,NGP
165.5784,-0.2347,0.10190,NGP
165.4917,-0.5268,0.08240,NGP
165.4558,0.0863,0.14500,NGP
165.3149,-1.2439,0.06930,NGP
165.2526,-0.6079,0.18570,NGP
165.2095,-0.5046,0.15080,NGP
165.2041,-1.1791,0.07390,NGP
165.1505,-0.7324,0.15840,NGP
165.1130,-0.5844,0.18050,NGP
164.9593,-0.7443,0.18730,NGP
164.9168,-0.5953,0.09630,NGP
164.8703,-1.0276,0.18590,NGP
164.7078,-0.1719,0.11390,NGP
164.6286,-1.3806,0.08470,NGP
164.5629,-1.3271,0.08540,NGP
164.5137,0.3967,0.07710,NGP
164.3880,-1.2950,0.11170,NGP
164.2950,-0.1442,0.08300,NGP
164.2192,0.0271,0.05490,NGP
164.0261,-0.9308,0.07390,NGP
163.9873,-0.6542,0.05200,NGP
163.9677,0.3943,0.19030,NGP
163.8253,0.4443,0.14770,NGP
163.4961,-0.4761,0.07220,NGP
163.4741,-0.8179,0.10800,NGP
163.4511,-0.6111,0.15440,NGP
163.4184,0.1509,0.10820,NGP
163.3680,0.2622,0.08300,NGP
163.2857,-0.1687,0.13590,NGP
163.2550,-1.0255,0.12580,NGP
163.1478,-1.0392,0.04940,NGP
168.1387,-1.9962,0.18520,NGP
168.0456,-1.6048,0.19530,NGP
168.0452,-2.6324,0.11540,NGP
168.0175,-1.9844,0.11120,NGP
167.9745,-1.5582,0.19090,NGP
167.8390,-2.0295,0.18630,NGP
167.8219,-1.9187,0.13730,NGP
167.7846,-1.8587,0.13750,NGP
167.6096,-2.2856,0.11560,NGP
167.3967,-2.5999,0.03160,NGP
167.2642,-2.2863,0.03960,NGP
167.1140,-2.1374,0.07490,NGP
167.0363,-1.8652,0.06610,NGP
166.9623,-2.1155,0.13730,NGP
166.8614,-1.5881,0.08580,NGP
166.7218,-1.4729,0.12580,NGP
166.6770,-1.5371,0.03880,NGP
166.6880,-2.6436,0.09190,NGP
166.6588,-2.6624,0.09140,NGP
166.6485,-2.6067,0.09000,NGP
166.6236,-2.6622,0.15160,NGP
166.6162,-1.9371,0.15980,NGP
166.5670,-2.0548,0.03970,NGP
166.4560,-2.0865,0.07040,NGP
166.3223,-1.5604,0.10130,NGP
166.3275,-1.6250,0.09380,NGP
166.2632,-1.8561,0.10110,NGP
166.1942,-1.4473,0.08400,NGP
166.0450,-1.6008,0.15670,NGP
165.9970,-2.3969,0.07500,NGP
165.6154,-2.0724,0.12090,NGP
165.4701,-2.2996,0.03700,NGP
165.4098,-1.9059,0.08560,NGP
165.4045,-2.0489,0.05390,NGP
165.3585,-2.2147,0.03620,NGP
165.1486,-1.9280,0.16310,NGP
164.9304,-1.7898,0.13440,NGP
164.7333,-1.5611,0.13460,NGP
164.7088,-2.6997,0.05260,NGP
164.5642,-2.3261,0.13310,NGP
164.5130,-1.9212,0.08310,NGP
164.3427,-2.3069,0.03890,NGP
164.3192,-1.7050,0.18700,NGP
164.2768,-2.2169,0.18630,NGP
164.2238,-1.9888,0.10320,NGP
164.1777,-2.2251,0.18500,NGP
164.1722,-2.5816,0.03630,NGP
164.1348,-2.2912,0.07460,NGP
163.9712,-1.6488,0.10590,NGP
163.9467,-1.9470,0.13380,NGP
163.8293,-2.0161,0.05140,NGP
163.7505,-1.9590,0.10390,NGP
163.4919,-1.5191,0.10590,NGP
163.4353,-2.4947,0.03670,NGP
163.4119,-1.8463,0.03840,NGP
163.2240,-1.8876,0.02590,NGP
173.1323,-0.4370,0.11770,NGP
173.1201,1.2714,0.07390,NGP
173.0793,1.7964,0.04720,NGP
173.0642,1.1836,0.08100,NGP
173.0457,1.2418,0.12510,NGP
172.9660,-1.2486,0.11540,NGP
172.9228,-1.3940,0.04720,NGP
172.9085,0.2686,0.13050,NGP
172.8878,0.7862,0.13330,NGP
172.8789,0.9296,0.13350,NGP
172.8737,1.5449,0.12730,NGP
172.8686,1.7026,0.14100,NGP
172.8537,-0.0536,0.13190,NGP
172.8306,1.3078,0.07500,NGP
172.8241,1.8323,0.09810,NGP
172.7798,0.4390,0.07070,NGP
172.7793,1.2846,0.12530,NGP
172.7477,1.7238,0.12630,NGP
172.7303,-2.0979,0.18000,NGP
172.7225,-2.1599,0.14660,NGP
172.7258,0.8918,0.12490,NGP
172.7166,-1.0736,0.04860,NGP
172.7136,-1.1077,0.04790,NGP
172.7131,0.1933,0.13080,NGP
172.7132,0.5227,0.11820,NGP
172.6943,-1.8263,0.13650,NGP
172.6805,-0.1763,0.13200,NGP
172.6655,-0.8288,0.10510,NGP
172.6610,0.8665,0.13410,NGP
172.6580,0.8928,0.13430,NGP
172.6500,1.4359,0.12510,NGP
172.6363,2.0739,0.06140,NGP
172.6258,-1.0856,0.04810,NGP
172.6202,0.8014,0.06770,NGP
172.5983,-2.1052,0.14060,NGP
172.5542,1.4435,0.07470,NGP
172.5449,0.5420,0.12780,NGP
172.5415,1.4663,0.13360,NGP
172.5137,2.0008,0.05010,NGP
172.4545,-0.0273,0.06840,NGP
172.4402,1.8072,0.11140,NGP
172.4057,1.8491,0.09760,NGP
172.3495,-2.5142,0.09840,NGP
172.3400,-0.9139,0.09850,NGP
172.3454,2.1484,0.12630,NGP
172.2996,0.6360,0.10200,NGP
172.2835,0.6102,0.12540,NGP
172.2818,2.0153,0.04650,NGP
172.2662,1.3113,0.17380,NGP
172.2461,-2.4176,0.09850,NGP
172.2490,2.0651,0.17200,NGP
172.2295,-2.6858,0.14040,NGP
172.2245,1.7174,0.09790,NGP
172.2144,0.9185,0.07240,NGP
172.2102,1.9272,0.11730,NGP
172.2035,0.0058,0.13100,NGP
172.2012,2.1450,0.12680,NGP
172.1915,0.3683,0.14110,NGP
172.1362,0.2017,0.15630,NGP
172.1240,-2.4109,0.10020,NGP
172.1163,-1.3253,0.04040,NGP
172.0824,-2.6379,0.09910,NGP
172.0775,2.1769,0.07170,NGP
172.0452,-0.4931,0.10510,NGP
172.0332,-1.1788,0.07430,NGP
172.0247,0.1321,0.05000,NGP
171.9865,-0.3746,0.04880,NGP
171.9584,2.1508,0.05040,NGP
171.9413,-0.1047,0.05010,NGP
171.9392,-0.1214,0.06170,NGP
171.9315,2.0503,0.12730,NGP
171.9100,-2.5323,0.14520,NGP
171.8603,-0.3099,0.06050,NGP
171.8354,0.9211,0.17530,NGP
171.7950,1.2987,0.12820,NGP
171.7875,1.4199,0.17430,NGP
171.7542,1.3568,0.07220,NGP
171.7395,0.8853,0.13160,NGP
171.7334,-1.3212,0.04190,NGP
171.7072,0.6699,0.17660,NGP
171.6815,-1.3260,0.10590,NGP
171.6640,-1.4632,0.07400,NGP
171.6609,-2.1087,0.12090,NGP
171.6672,1.1351,0.13760,NGP
171.6493,0.3111,0.18110,NGP
171.6391,0.9057,0.12940,NGP
171.6005,-2.3482,0.09690,NGP
171.5260,1.9585,0.17090,NGP
171.4926,-0.0944,0.10230,NGP
171.4941,0.8214,0.04910,NGP
171.4752,-0.3736,0.14950,NGP
171.4693,0.2353,0.12380,NGP
171.4670,-0.9228,0.04100,NGP
171.4655,2.0621,0.12680,NGP
171.4091,2.1321,0.11950,NGP
171.4047,1.6147,0.07460,NGP
171.4012,2.0606,0.10180,NGP
171.3904,0.9466,0.15520,NGP
171.3814,-2.2245,0.04440,NGP
171.3539,-2.5366,0.07380,NGP
171.3292,1.6796,0.12960,NGP
171.2865,0.9954,0.02990,NGP
171.2565,1.5474,0.12530,NGP
171.2527,0.5245,0.09910,NGP
171.2459,0.8645,0.03990,NGP
171.1467,1.6917,0.18640,NGP
171.0720,-0.3072,0.17480,NGP
171.0389,0.0191,0.14370,NGP
171.0165,-0.5742,0.04100,NGP
170.9982,-1.5186,0.12060,NGP
170.9923,-1.1444,0.07800,NGP
170.9343,1.2001,0.07810,NGP
170.9329,1.2099,0.07220,NGP
170.9305,1.2610,0.07810,NGP
170.8883,-1.9321,0.11720,NGP
170.8889,1.9992,0.07380,NGP
170.8647,0.9356,0.09780,NGP
170.8565,-1.9454,0.14360,NGP
170.8212,1.1164,0.07340,NGP
170.8003,1.0926,0.07060,NGP
170.7314,0.1633,0.06870,NGP
170.7259,-1.9509,0.11410,NGP
170.7156,1.1987,0.10330,NGP
170.7054,-2.6710,0.16440,NGP
170.6928,0.8207,0.07120,NGP
170.6830,0.9438,0.07680,NGP
170.6496,1.5590,0.06810,NGP
170.6184,1.2547,0.15350,NGP
170.6103,0.7733,0.14200,NGP
170.6103,0.4246,0.02340,NGP
170.5822,1.1702,0.06900,NGP
170.5792,0.5847,0.10490,NGP
170.5609,-1.5282,0.09810,NGP
170.5580,1.7838,0.12640,NGP
170.5330,0.5864,0.09910,NGP
170.5283,-0.3944,0.11490,NGP
170.5102,-0.0309,0.19720,NGP
170.4817,0.5657,0.07040,NGP
170.4439,-2.6639,0.07310,NGP
170.4339,0.3257,0.10440,NGP
170.4090,-2.5243,0.10800,NGP
170.3734,1.3879,0.14290,NGP
170.3369,1.0407,0.07390,NGP
170.3168,1.7844,0.02410,NGP
170.3084,-1.3543,0.10450,NGP
170.2821,-2.4406,0.12650,NGP
170.2799,0.7107,0.09260,NGP
170.2339,-2.4470,0.13450,NGP
170.2356,0.1086,0.09650,NGP
170.2139,-0.1857,0.10180,NGP
170.1750,2.1610,0.17490,NGP
170.1635,0.1929,0.09980,NGP
170.1461,-1.4351,0.10360,NGP
170.1132,-0.3165,0.10190,NGP
170.0747,-1.4144,0.07640,NGP
170.0575,0.6892,0.07350,NGP
170.0370,0.2234,0.07250,NGP
169.9978,-1.1582,0.07730,NGP
169.9843,-1.4804,0.02490,NGP
169.9660,0.0878,0.10300,NGP
169.9353,-1.0363,0.07330,NGP
169.9180,2.1458,0.12030,NGP
169.8722,1.1879,0.18540,NGP
169.8622,2.1826,0.08330,NGP
169.8542,-0.9086,0.05020,NGP
169.8364,1.4262,0.08520,NGP
169.8055,0.7638,0.06340,NGP
169.7890,-1.5023,0.11170,NGP
169.7875,-1.0877,0.10530,NGP
169.7899,0.4726,0.19440,NGP
169.7892,0.9543,0.12050,NGP
169.7888,1.0753,0.14390,NGP
169.7815,0.5367,0.17100,NGP
169.7825,1.3626,0.10670,NGP
169.7580,-0.9793,0.04720,NGP
169.7409,1.3014,0.14990,NGP
169.7158,2.2077,0.03030,NGP
169.7091,1.5504,0.08200,NGP
169.6823,-0.7904,0.05880,NGP
169.6783,-2.1378,0.02650,NGP
169.6807,0.1325,0.09980,NGP
169.6745,1.8103,0.13100,NGP
169.6674,1.1434,0.08230,NGP
169.6404,2.1931,0.12380,NGP
169.6175,-2.2308,0.14340,NGP
169.6187,1.6639,0.02300,NGP
169.6056,-1.4330,0.07300,NGP
169.5989,1.3427,0.12590,NGP
169.5375,-1.3623,0.13130,NGP
169.5400,0.2423,0.10810,NGP
169.5266,-1.1171,0.06460,NGP
169.5110,1.1618,0.12360,NGP
169.5031,0.0924,0.10350,NGP
169.4889,-1.0031,0.07430,NGP
169.4593,0.8040,0.13940,NGP
169.3748,-0.2378,0.10960,NGP
169.3302,1.7905,0.07270,NGP
169.2745,-2.3047,0.16710,NGP
169.2352,1.0899,0.11340,NGP
169.2340,1.2026,0.15260,NGP
169.1678,-0.2112,0.07210,NGP
169.1475,-0.9114,0.07500,NGP
169.1105,-0.1780,0.14580,NGP
169.1055,-0.4476,0.08070,NGP
169.0728,-0.9054,0.07500,NGP
169.0699,-1.5725,0.10100,NGP
169.0572,-1.5438,0.06310,NGP
169.0462,-1.4507,0.07500,NGP
169.0364,-1.3883,0.07810,NGP
169.0431,1.4870,0.07080,NGP
169.0269,0.2187,0.07650,NGP
169.0037,0.4421,0.07740,NGP
169.0055,2.1704,0.15070,NGP
168.9908,-2.1709,0.07940,NGP
168.9792,1.7456,0.06150,NGP
168.9625,-2.2631,0.06600,NGP
168.9618,1.3677,0.14620,NGP
168.9396,0.2610,0.07590,NGP
168.9251,-0.7896,0.12270,NGP
168.8613,-0.2556,0.02780,NGP
168.8573,0.8075,0.19520,NGP
168.8474,-1.5280,0.06330,NGP
168.8414,0.3432,0.07600,NGP
168.8179,-2.4952,0.13200,NGP
168.7969,1.6749,0.15260,NGP
168.7860,0.8712,0.19710,NGP
168.7665,-1.9641,0.10070,NGP
168.7511,-0.2841,0.09800,NGP
168.7413,0.4895,0.04890,NGP
168.7340,-0.1369,0.14030,NGP
168.6921,1.2230,0.14310,NGP
168.6596,-0.6107,0.04770,NGP
168.6417,-0.8297,0.07680,NGP
168.6452,1.2422,0.14330,NGP
168.6280,1.5244,0.13180,NGP
168.6161,2.1534,0.08200,NGP
168.5392,-2.5962,0.11060,NGP
168.5419,-0.6576,0.07640,NGP
168.5384,-0.3012,0.10010,NGP
168.5342,0.5478,0.16180,NGP
168.5317,-0.3839,0.10060,NGP
168.5173,-0.3236,0.09740,NGP
168.5063,1.5079,0.11130,NGP
168.4847,-2.6811,0.08240,NGP
168.4570,-0.2906,0.12480,NGP
168.4362,-2.5022,0.17300,NGP
168.4270,-0.5990,0.09890,NGP
168.4203,-2.6084,0.02760,NGP
168.4143,-2.2648,0.09210,NGP
168.4060,-1.9559,0.07200,NGP
168.3327,2.0804,0.16370,NGP
168.2942,0.0672,0.03950,NGP
168.2891,-0.6317,0.13950,NGP
168.2855,0.1311,0.09880,NGP
168.2854,1.5455,0.15570,NGP
168.2457,1.9034,0.02980,NGP
168.2360,1.5641,0.10220,NGP
168.2262,0.8721,0.09580,NGP
168.1486,0.0564,0.03920,NGP
168.1416,-1.8865,0.03960,NGP
178.1257,1.4295,0.07830,NGP
178.0754,1.2595,0.07770,NGP
178.0312,-0.4365,0.09440,NGP
178.0222,0.0739,0.05980,NGP
178.0172,-0.4212,0.07650,NGP
177.9922,1.9237,0.16010,NGP
177.9371,0.1093,0.05970,NGP
177.8875,-0.1564,0.05870,NGP
177.8821,1.4688,0.15820,NGP
177.8206,1.1548,0.04700,NGP
177.8040,-1.0521,0.10430,NGP
177.7822,0.3232,0.07640,NGP
177.7161,-2.5362,0.08500,NGP
177.6996,0.9726,0.10680,NGP
177.6878,1.1535,0.07810,NGP
177.6765,-2.5981,0.12930,NGP
177.6741,1.5147,0.13760,NGP
177.6635,-0.7281,0.13380,NGP
177.6592,-2.6632,0.16330,NGP
177.6387,-2.0311,0.13630,NGP
177.6227,-0.7716,0.02710,NGP
177.5902,-0.6337,0.13750,NGP
177.5443,1.9875,0.05960,NGP
177.5047,-0.4657,0.08350,NGP
177.4995,-2.7471,0.09190,NGP
177.4408,-0.0571,0.09490,NGP
177.4335,-0.4258,0.08390,NGP
177.3398,-1.5117,0.08090,NGP
177.2924,-2.3716,0.08790,NGP
177.2912,0.6902,0.18040,NGP
177.2455,-0.4713,0.00550,NGP
177.2406,0.3790,0.10520,NGP
177.2301,1.5820,0.12690,NGP
177.1760,-0.2503,0.15540,NGP
177.1740,1.6082,0.10720,NGP
177.1662,-1.2023,0.10500,NGP
177.1665,-0.2661,0.04680,NGP
177.1417,-2.4613,0.08510,NGP
177.1358,0.2308,0.04680,NGP
177.1287,-0.6698,0.11540,NGP
177.1133,1.8359,0.16140,NGP
177.0978,-1.8885,0.12330,NGP
177.0994,-0.2646,0.04680,NGP
177.0879,1.9551,0.09450,NGP
177.0820,-0.5628,0.07820,NGP
177.0596,0.0767,0.10560,NGP
177.0280,-1.9601,0.10240,NGP
177.0245,0.3449,0.08520,NGP
177.0117,-0.6846,0.12140,NGP
176.9780,-2.1053,0.12230,NGP
176.9618,0.2032,0.02680,NGP
176.9599,-1.6200,0.09480,NGP
